user_id,user_uuid,org_name,email,first_name,last_name,summary_date,leads_added_today,leads_added_week,leads_added_month,total_leads_created,calls_made_today,emails_sent_today,meetings_scheduled_today,leads_contacted_today,tasks_completed_today,tasks_due_today,total_pending_tasks,task_completion_rate,lead_velocity_daily,engagement_score,is_active_today,daily_engagement_rank,week_number,year_month
1289,7fe6b0b0-8e83-425a-aa2c-0492db5b38b9,Xceed Consulting,arjun.anderson653@techcorp.net,Arjun,Anderson,2026-05-05,0,3,3,93,3,3,1,5,1,3,3,0.25,0.42857142857142855,31,True,1101.0,19,2026-05
1290,cf4e903a-810c-4b35-9e7f-d7142b0e0eeb,Xceed Consulting,arjun.mehta295@yahoo.com,Arjun,Mehta,2026-05-05,5,7,7,753,2,6,0,5,3,1,16,0.75,1.0,51,True,754.0,19,2026-05
1291,6f70134d-2422-491d-87b6-0c013a27669e,Xceed Consulting,ava.thomas102@business.org,Ava,Thomas,2026-05-05,3,11,33,633,14,2,3,8,0,3,3,0.0,1.5714285714285714,89,True,263.0,19,2026-05
1292,4143dbb9-1110-45ca-b24a-1a30ce9979fd,Xceed Consulting,noah.kumar488@gmail.com,Noah,Kumar,2026-05-05,2,6,6,233,3,4,1,5,1,0,0,1.0,0.8571428571428571,41,True,909.0,19,2026-05
1293,9ff5d10f-d6e6-4907-bcb1-48c6c36a0bed,Xceed Consulting,william.reddy741@gmail.com,William,Reddy,2026-05-05,1,1,35,114,12,6,1,8,2,4,9,0.3333333333333333,0.14285714285714285,75,True,413.0,19,2026-05
1294,d1afe559-f7be-4d54-8ca3-adf3a9a92b22,Xceed Consulting,robert.garcia433@salesteam.co,Robert,Garcia,2026-05-05,2,2,12,36,2,2,0,1,0,0,0,0.0,0.2857142857142857,20,True,1297.0,19,2026-05
1295,bbbba955-40a2-4fd6-9acc-a68bc0326a0a,Xceed Consulting,meena.williams798@techcorp.net,Meena,Williams,2026-05-05,5,5,31,121,11,6,0,3,5,4,29,0.5555555555555556,0.7142857142857143,76,True,399.0,19,2026-05
1296,aa3adde4-c94f-4abf-8e3e-52b420aa6cd3,Xceed Consulting,charles.kim314@business.org,Charles,Kim,2026-05-05,1,2,22,54,0,5,1,2,0,0,0,0.0,0.2857142857142857,23,True,1239.0,19,2026-05
1297,e6558f90-9862-468f-983a-e59ffb38ed04,Xceed Consulting,linda.lee336@crm.app,Linda,Lee,2026-05-05,2,6,17,249,7,2,1,6,2,2,14,0.5,0.8571428571428571,52,True,741.0,19,2026-05
1298,15feb3a4-9780-4984-9f02-43a2b3b5f14b,Xceed Consulting,robert.gupta963@yahoo.com,Robert,Gupta,2026-05-05,1,1,6,41,1,0,0,0,0,2,2,0.0,0.14285714285714285,7,True,1533.0,19,2026-05
1299,db8452f5-fe6a-43cd-806a-0b5f96358351,Xceed Consulting,jessica.thomas979@yahoo.com,Jessica,Thomas,2026-05-05,0,2,9,129,1,2,0,3,0,7,12,0.0,0.2857142857142857,13,True,1419.0,19,2026-05
1300,9eafec81-e884-44a2-9c45-a6e41143be5c,Xceed Consulting,oliver.kim884@enterprise.com,Oliver,Kim,2026-05-05,2,2,12,294,5,4,1,2,2,2,2,0.5,0.2857142857142857,42,True,893.0,19,2026-05
1301,0ef46516-1809-4f84-8f8d-1846a94fdd2b,Xceed Consulting,priya.anderson976@gmail.com,Priya,Anderson,2026-05-05,3,4,39,363,16,11,0,13,1,1,6,0.5,0.5714285714285714,109,True,117.0,19,2026-05
1302,80e306d6-d0f4-489c-a967-3e2cbc0ca9ed,Xceed Consulting,sarah.evans213@gmail.com,Sarah,Evans,2026-05-05,0,1,9,138,3,1,1,3,0,0,0,0.0,0.14285714285714285,22,True,1256.0,19,2026-05
1303,9f6cf91e-a402-4330-8e2c-a50aa5019d8d,Xceed Consulting,sarah.chen13@salesteam.co,Sarah,Chen,2026-05-05,1,8,31,606,11,3,4,3,8,3,3,0.7272727272727273,1.1428571428571428,77,True,388.0,19,2026-05
1304,545ee206-636c-43fb-bc3d-91473636da4f,Xceed Consulting,james.gonzalez455@enterprise.com,James,Gonzalez,2026-05-05,0,4,46,645,14,15,0,0,3,2,15,0.6,0.5714285714285714,75,True,413.0,19,2026-05
1305,3813171f-f5ed-4ef0-a6da-0a397f6b2551,Xceed Consulting,thomas.liu741@yahoo.com,Thomas,Liu,2026-05-05,4,4,27,369,2,5,3,4,3,0,1,1.0,0.5714285714285714,58,True,658.0,19,2026-05
1306,21ff8f97-9887-48cc-a0c0-582a0f71cea7,Xceed Consulting,mary.nair421@startup.ai,Mary,Nair,2026-05-05,4,4,63,323,10,11,1,0,5,4,15,0.5555555555555556,0.5714285714285714,78,True,374.0,19,2026-05
1307,bd09bb9a-86b4-4c44-8fc9-3fb0dee63964,Xceed Consulting,patricia.anderson500@business.org,Patricia,Anderson,2026-05-05,3,3,53,517,2,4,3,4,0,5,12,0.0,0.42857142857142855,49,True,784.0,19,2026-05
1308,412fb803-b634-4b4c-beb7-c0a3a545d592,Xceed Consulting,meena.shah855@outlook.com,Meena,Shah,2026-05-05,0,1,26,370,13,3,1,10,4,0,0,1.0,0.14285714285714285,74,True,427.0,19,2026-05
1309,b2bbbea0-084b-47f3-9bb7-6e9fc5f83423,Xceed Consulting,thomas.moore330@startup.ai,Thomas,Moore,2026-05-05,2,3,25,256,1,2,1,3,0,0,22,0.0,0.42857142857142855,26,True,1194.0,19,2026-05
1310,07eb03ae-0296-422e-9ae1-61b65f5f2c4e,Xceed Consulting,deepa.evans511@techcorp.net,Deepa,Evans,2026-05-05,4,8,57,570,12,4,3,11,2,5,10,0.2857142857142857,1.1428571428571428,99,True,179.0,19,2026-05
1311,b86cca73-ab12-4cbd-82d3-2315171cab54,Xceed Consulting,sophia.joshi395@salesteam.co,Sophia,Joshi,2026-05-05,3,8,23,176,16,0,3,10,5,6,9,0.45454545454545453,1.1428571428571428,100,True,172.0,19,2026-05
1312,4d36c60b-6a16-4354-860a-f42ccb0f96ca,Xceed Consulting,susan.harris674@techcorp.net,Susan,Harris,2026-05-05,1,1,8,129,2,2,1,1,1,1,4,0.5,0.14285714285714285,22,True,1256.0,19,2026-05
1313,1138feb7-062c-44f9-82ea-7a401e0fe3fe,Xceed Consulting,deepa.chen60@outlook.com,Deepa,Chen,2026-05-05,4,8,9,296,3,1,0,0,3,2,3,0.6,1.1428571428571428,30,True,1117.0,19,2026-05
1314,1c42666f-0262-4729-be60-709f03543fec,Xceed Consulting,amelia.patel589@yahoo.com,Amelia,Patel,2026-05-05,7,8,15,207,0,10,3,3,7,4,12,0.6363636363636364,1.1428571428571428,76,True,399.0,19,2026-05
1315,7c4c9488-065a-47fa-a393-6ffc9894230b,Xceed Consulting,jessica.mehta544@gmail.com,Jessica,Mehta,2026-05-05,2,2,24,209,0,5,0,4,1,2,2,0.3333333333333333,0.2857142857142857,27,True,1177.0,19,2026-05
1316,7f2a031f-1309-43ae-8eb5-faf8d5e17588,Xceed Consulting,priya.zhang674@crm.app,Priya,Zhang,2026-05-05,1,1,1,137,5,1,1,3,0,0,0,0.0,0.14285714285714285,32,True,1077.0,19,2026-05
1317,4d28ca7e-5c94-4ee7-8b97-316c45804bed,Xceed Consulting,karen.williams364@business.org,Karen,Williams,2026-05-05,1,1,15,695,10,7,2,4,8,4,19,0.6666666666666666,0.14285714285714285,74,True,427.0,19,2026-05
1318,90008f6a-e84c-4e9e-9896-f4b5ee29005a,Xceed Consulting,karen.kumar345@techcorp.net,Karen,Kumar,2026-05-05,3,4,30,380,0,10,3,2,7,2,25,0.7777777777777778,0.5714285714285714,58,True,658.0,19,2026-05
1319,b09d12ac-9a6f-482b-b242-859a125fadf9,Xceed Consulting,vikram.zhang335@salesteam.co,Vikram,Zhang,2026-05-05,9,12,54,463,17,0,1,14,3,4,22,0.42857142857142855,1.7142857142857142,123,True,65.0,19,2026-05
1320,012056da-7e68-496e-9c23-11e05de9c619,Xceed Consulting,oliver.sharma48@gmail.com,Oliver,Sharma,2026-05-05,1,5,39,1049,18,3,3,6,9,5,10,0.6428571428571429,0.7142857142857143,100,True,172.0,19,2026-05
1321,7bd3c7e6-6058-40c1-9524-e46d24886fec,Xceed Consulting,susan.kumar37@yahoo.com,Susan,Kumar,2026-05-05,0,3,36,51,2,3,1,2,2,2,4,0.5,0.42857142857142855,23,True,1239.0,19,2026-05
1322,cc7c6877-2bef-456d-b41e-0c790bb24451,Xceed Consulting,sophia.jackson101@salesteam.co,Sophia,Jackson,2026-05-05,1,1,3,64,0,1,1,1,0,3,4,0.0,0.14285714285714285,13,True,1419.0,19,2026-05
1323,e5db352e-627c-4bbd-8b77-2876759c560e,Xceed Consulting,mason.brown377@crm.app,Mason,Brown,2026-05-05,2,6,21,948,16,16,2,24,0,5,13,0.0,0.8571428571428571,146,True,18.0,19,2026-05
1324,26319a2d-e6fc-4cde-b9cd-c7db5402b0fc,Xceed Consulting,sarah.smith836@outlook.com,Sarah,Smith,2026-05-05,4,4,44,321,9,10,4,7,1,4,22,0.2,0.5714285714285714,98,True,184.0,19,2026-05
1325,b79b5296-6f40-4d9f-b460-9167e3baaec0,Xceed Consulting,david.lee991@startup.ai,David,Lee,2026-05-05,2,2,10,275,2,4,0,5,2,0,5,1.0,0.2857142857142857,34,True,1044.0,19,2026-05
1326,32037bb1-e56c-4622-8b3e-9bd58a601202,Xceed Consulting,mary.taylor80@gmail.com,Mary,Taylor,2026-05-05,2,5,27,439,5,0,0,4,2,1,10,0.6666666666666666,0.7142857142857143,33,True,1062.0,19,2026-05
1327,acc3b088-5871-4f28-86c4-ccbccb5ffe53,Xceed Consulting,liam.martin379@startup.ai,Liam,Martin,2026-05-05,3,10,22,83,5,6,0,7,0,7,23,0.0,1.4285714285714286,53,True,725.0,19,2026-05
1328,269f0a99-944a-4256-8b3e-60ed3e78ca9c,Xceed Consulting,jennifer.smith101@enterprise.com,Jennifer,Smith,2026-05-05,4,4,56,186,0,2,2,1,2,0,38,1.0,0.5714285714285714,34,True,1044.0,19,2026-05
1329,57d5f583-6072-49c4-836f-8508d95f63e9,Xceed Consulting,ethan.garcia66@salesteam.co,Ethan,Garcia,2026-05-05,2,11,30,97,15,6,1,8,6,6,34,0.5,1.5714285714285714,92,True,235.0,19,2026-05
1330,e1abf1bd-b59d-4b55-a1aa-b68a1db2c46a,Xceed Consulting,patricia.patel263@salesteam.co,Patricia,Patel,2026-05-05,3,3,25,328,13,12,0,24,7,2,21,0.7777777777777778,0.42857142857142855,130,True,44.0,19,2026-05
1331,62a9ac4f-3196-4051-b3a9-32125c64e31d,Xceed Consulting,olivia.miller813@yahoo.com,Olivia,Miller,2026-05-05,3,4,15,252,5,0,1,2,1,3,3,0.25,0.5714285714285714,37,True,982.0,19,2026-05
1332,09341a74-8ee1-4711-8360-8e984991ec25,Xceed Consulting,deepa.kim810@gmail.com,Deepa,Kim,2026-05-05,3,8,9,147,11,9,2,16,1,4,5,0.2,1.1428571428571428,106,True,136.0,19,2026-05
1333,3d0765d7-0b7a-4a96-826e-060698be94c5,Xceed Consulting,meena.sharma591@business.org,Meena,Sharma,2026-05-05,1,1,1,185,3,2,0,5,1,4,9,0.2,0.14285714285714285,28,True,1163.0,19,2026-05
1334,168dee6b-6736-4809-8cbb-b8fca83397cd,Xceed Consulting,anjali.joshi448@yahoo.com,Anjali,Joshi,2026-05-05,0,14,20,182,4,3,0,2,2,7,23,0.2222222222222222,2.0,24,True,1222.0,19,2026-05
1335,0d69ebf7-eb66-4511-9b03-6d4d3b5b7afe,Xceed Consulting,oliver.brown917@salesteam.co,Oliver,Brown,2026-05-05,8,9,41,256,0,1,1,0,0,6,17,0.0,1.2857142857142858,39,True,944.0,19,2026-05
1336,68666174-33c0-4075-8311-291f0ef0467c,Xceed Consulting,james.liu553@gmail.com,James,Liu,2026-05-05,1,1,1,83,0,2,0,1,2,2,8,0.5,0.14285714285714285,12,True,1439.0,19,2026-05
1337,6e7f9bc7-b944-4ed3-9ed0-26bc576860e6,Xceed Consulting,deepa.kumar555@startup.ai,Deepa,Kumar,2026-05-05,0,9,15,977,12,8,0,19,1,7,18,0.125,1.2857142857142858,91,True,242.0,19,2026-05
1338,c2b8f8a8-9a8e-4c20-b3d5-19f5313c093a,Xceed Consulting,noah.gonzalez652@enterprise.com,Noah,Gonzalez,2026-05-05,0,20,33,765,8,13,0,7,0,7,28,0.0,2.857142857142857,64,True,569.0,19,2026-05
1339,7ca60d2d-78b2-4d5a-980e-5754f2001aa2,Xceed Consulting,vikram.moore579@company.io,Vikram,Moore,2026-05-05,5,5,37,171,0,5,2,0,3,4,18,0.42857142857142855,0.7142857142857143,43,True,871.0,19,2026-05
1340,fe41b060-e0c0-4ff5-adaa-b55a9171c39b,Xceed Consulting,jessica.wang521@gmail.com,Jessica,Wang,2026-05-05,2,10,25,149,0,1,0,1,5,7,8,0.4166666666666667,1.4285714285714286,17,True,1353.0,19,2026-05
1341,22aae50a-1dd7-4a48-a61c-8d53dea81bb6,Xceed Consulting,rahul.smith737@techcorp.net,Rahul,Smith,2026-05-05,1,3,4,143,2,0,1,1,1,2,7,0.3333333333333333,0.42857142857142855,18,True,1336.0,19,2026-05
1342,b3a9c3a2-5a0f-41ba-9201-5c9dd82682de,Xceed Consulting,suresh.hill640@outlook.com,Suresh,Hill,2026-05-05,0,2,53,469,14,1,1,9,1,4,50,0.2,0.2857142857142857,68,True,502.0,19,2026-05
1343,4d335893-b8e0-4023-9a45-d1d14153b1fd,Xceed Consulting,william.evans321@salesteam.co,William,Evans,2026-05-05,5,14,17,118,13,3,2,1,8,1,45,0.8888888888888888,2.0,85,True,299.0,19,2026-05
1344,abd83538-e772-4cdb-8930-c14f9efe6c66,Xceed Consulting,arjun.campbell564@crm.app,Arjun,Campbell,2026-05-05,2,4,12,363,0,2,1,0,3,6,6,0.3333333333333333,0.5714285714285714,20,True,1297.0,19,2026-05
1345,41b186a3-bb5a-4297-982e-ce4360f217a7,Xceed Consulting,liam.martin479@gmail.com,Liam,Martin,2026-05-05,3,11,35,494,16,0,1,6,4,2,5,0.6666666666666666,1.5714285714285714,81,True,353.0,19,2026-05
1346,60184be8-e83f-4116-b5c6-6bf11670f369,Xceed Consulting,kavya.kim52@business.org,Kavya,Kim,2026-05-05,0,3,29,240,6,4,1,0,1,0,0,1.0,0.42857142857142855,32,True,1077.0,19,2026-05
1347,659d6e06-15e5-4c62-b8e8-4f1cc5d753dc,Xceed Consulting,olivia.adams49@enterprise.com,Olivia,Adams,2026-05-05,7,7,29,124,14,0,1,1,4,5,31,0.4444444444444444,1.0,81,True,353.0,19,2026-05
1348,c11447a4-7337-40b6-8e72-a29cf327dc72,Xceed Consulting,thomas.lee467@salesteam.co,Thomas,Lee,2026-05-05,0,8,10,260,6,6,2,11,1,4,9,0.2,1.1428571428571428,63,True,585.0,19,2026-05
1349,07ec4bad-c6ef-481c-b4f5-d5e9c635bd6d,Xceed Consulting,elijah.johnson544@business.org,Elijah,Johnson,2026-05-05,1,12,19,19,10,12,2,15,1,3,25,0.25,1.7142857142857142,99,True,179.0,19,2026-05
1350,fd76ca21-4335-4fd2-a1ec-ad1fe3f1c811,Xceed Consulting,charles.hernandez997@yahoo.com,Charles,Hernandez,2026-05-05,0,6,51,975,11,10,4,15,8,7,14,0.5333333333333333,0.8571428571428571,111,True,109.0,19,2026-05
1351,e2108165-b34e-4c52-b92a-6a4f13e6afb1,Xceed Consulting,karen.reddy260@gmail.com,Karen,Reddy,2026-05-05,3,3,12,323,10,8,3,12,2,7,14,0.2222222222222222,0.42857142857142855,99,True,179.0,19,2026-05
1352,6749cdc3-0bec-41ca-a206-33b0109cad36,Xceed Consulting,william.iyer484@crm.app,William,Iyer,2026-05-05,1,2,5,194,2,1,1,1,1,3,3,0.25,0.2857142857142857,20,True,1297.0,19,2026-05
1353,6f4c9020-d2de-4589-bece-6d78abb93cb2,Xceed Consulting,mason.iyer915@startup.ai,Mason,Iyer,2026-05-05,10,22,52,115,11,0,3,0,1,6,6,0.14285714285714285,3.142857142857143,89,True,263.0,19,2026-05
1354,210b7c6e-4cc5-410c-ac58-ee666fc259d6,Xceed Consulting,charles.baker802@gmail.com,Charles,Baker,2026-05-05,3,3,15,471,13,10,2,5,5,7,15,0.4166666666666667,0.42857142857142855,96,True,204.0,19,2026-05
1355,c74437c2-1579-409d-b66e-9d5008ebeb7d,Xceed Consulting,richard.brown512@company.io,Richard,Brown,2026-05-05,0,1,10,67,1,2,0,0,0,1,1,0.0,0.14285714285714285,7,True,1533.0,19,2026-05
1356,481f2dd2-4454-446e-9fd0-6c918ec3b0bc,Xceed Consulting,lisa.zhang662@enterprise.com,Lisa,Zhang,2026-05-05,5,6,14,384,11,3,3,5,0,2,10,0.0,0.8571428571428571,84,True,312.0,19,2026-05
1357,e65ed407-1153-4817-bdaa-01040eec8d22,Xceed Consulting,thomas.jones690@techcorp.net,Thomas,Jones,2026-05-05,4,9,9,178,9,3,1,12,4,7,34,0.36363636363636365,1.2857142857142858,82,True,342.0,19,2026-05
1358,30241487-3784-4a8b-af8f-87f92ab58976,Xceed Consulting,amelia.brown303@business.org,Amelia,Brown,2026-05-05,1,16,47,113,0,1,4,1,1,3,36,0.25,2.2857142857142856,29,True,1137.0,19,2026-05
1359,e9d23d3b-fe43-4255-9962-97331b84087a,Xceed Consulting,vikram.carter266@outlook.com,Vikram,Carter,2026-05-05,0,0,10,107,0,2,1,0,1,3,3,0.25,0.0,10,True,1479.0,19,2026-05
1360,1ea5ac2e-2631-4462-bead-5273a6928b6b,Xceed Consulting,jessica.taylor282@gmail.com,Jessica,Taylor,2026-05-05,4,12,31,273,10,9,0,15,2,1,10,0.6666666666666666,1.7142857142857142,96,True,204.0,19,2026-05
1361,77ba72e8-d96e-483f-abd0-fece77a4425c,Xceed Consulting,deepa.martin653@outlook.com,Deepa,Martin,2026-05-05,1,1,1,72,3,0,1,1,0,1,1,0.0,0.14285714285714285,20,True,1297.0,19,2026-05
1362,46a205ca-553c-4886-b621-25169806c1fe,Xceed Consulting,thomas.kim42@business.org,Thomas,Kim,2026-05-05,0,12,17,352,10,9,2,7,1,6,9,0.14285714285714285,1.7142857142857142,73,True,439.0,19,2026-05
1363,7bc37128-0ec9-44d9-b5a6-1c9015c1b725,Xceed Consulting,lucas.johnson104@startup.ai,Lucas,Johnson,2026-05-05,3,20,20,243,6,3,0,7,7,4,39,0.6363636363636364,2.857142857142857,57,True,676.0,19,2026-05
1364,b4d45cfd-97db-46b2-8cf2-f170be20a690,Xceed Consulting,priya.nair901@yahoo.com,Priya,Nair,2026-05-05,4,4,15,313,0,0,2,0,6,0,26,1.0,0.5714285714285714,32,True,1077.0,19,2026-05
1365,710a1593-c669-41e0-b43d-8636346174a8,Xceed Consulting,mia.iyer198@yahoo.com,Mia,Iyer,2026-05-05,3,3,3,3,4,10,3,12,1,4,4,0.2,0.42857142857142855,84,True,312.0,19,2026-05
1366,3504e1ec-1609-4007-a50a-5b6bfbeb131a,Xceed Consulting,jennifer.jones765@techcorp.net,Jennifer,Jones,2026-05-05,1,1,12,67,0,3,1,2,2,0,2,1.0,0.14285714285714285,21,True,1276.0,19,2026-05
1367,4765b3b8-5d02-4635-97d8-ae4113c2c1bc,Xceed Consulting,amelia.martinez786@business.org,Amelia,Martinez,2026-05-05,0,3,30,404,3,1,2,4,2,1,24,0.6666666666666666,0.42857142857142855,31,True,1101.0,19,2026-05
1368,fb0c47bc-335a-476d-997e-0631fcc17292,Xceed Consulting,karen.sharma425@startup.ai,Karen,Sharma,2026-05-05,5,10,10,128,13,12,2,23,4,7,31,0.36363636363636365,1.4285714285714286,143,True,23.0,19,2026-05
1369,807fd997-35ef-4948-bdb1-d516c0b800a4,Xceed Consulting,jennifer.brown346@gmail.com,Jennifer,Brown,2026-05-05,0,1,33,566,6,5,0,7,1,4,4,0.2,0.14285714285714285,43,True,871.0,19,2026-05
1370,2188cf92-bc7f-4411-9dd2-40e599fb65ea,Xceed Consulting,isabella.gonzalez64@crm.app,Isabella,Gonzalez,2026-05-05,7,16,19,689,15,7,3,21,0,6,20,0.0,2.2857142857142856,144,True,21.0,19,2026-05
1371,ab9c6206-645f-4ec4-b250-b91622bc78e9,Xceed Consulting,ava.joshi278@crm.app,Ava,Joshi,2026-05-05,2,2,7,44,2,4,0,3,1,6,6,0.14285714285714285,0.2857142857142857,29,True,1137.0,19,2026-05
1372,4fa73a2c-07c2-43a4-8557-5dabf5283a0e,Xceed Consulting,arjun.taylor943@salesteam.co,Arjun,Taylor,2026-05-05,2,2,2,112,3,4,0,4,2,1,4,0.6666666666666666,0.2857142857142857,35,True,1025.0,19,2026-05
1373,a4c53afd-2933-45c3-b02e-2ba1ddf4a7d6,Xceed Consulting,sarah.mehta82@startup.ai,Sarah,Mehta,2026-05-05,1,11,58,63,2,5,0,1,7,4,28,0.6363636363636364,1.5714285714285714,29,True,1137.0,19,2026-05
1374,3dbcf325-5584-4c84-b325-ed18b23c8b8a,Xceed Consulting,lucas.brown312@startup.ai,Lucas,Brown,2026-05-05,1,5,30,169,5,6,0,0,1,6,24,0.14285714285714285,0.7142857142857143,32,True,1077.0,19,2026-05
1375,3cca6527-35f5-470d-8375-982beefbdf47,Yellowbrick Data,charles.martin881@yahoo.com,Charles,Martin,2026-05-05,5,5,21,392,0,4,2,3,0,0,10,0.0,0.7142857142857143,44,True,856.0,19,2026-05
1376,a795f787-65b9-41a4-8e97-7a3677a4eec4,Yellowbrick Data,joseph.brown203@yahoo.com,Joseph,Brown,2026-05-05,2,3,27,421,9,5,2,14,0,1,8,0.0,0.42857142857142855,83,True,326.0,19,2026-05
1377,da0a8b38-9733-4125-9d07-51f08cb71e9a,Yellowbrick Data,william.reddy238@company.io,William,Reddy,2026-05-05,2,2,23,338,5,2,1,3,2,1,11,0.6666666666666666,0.2857142857142857,40,True,925.0,19,2026-05
1378,941019ba-eeaf-4527-b64a-878f29b4ec7b,Yellowbrick Data,mia.shah489@startup.ai,Mia,Shah,2026-05-05,1,7,7,709,7,5,1,5,5,4,6,0.5555555555555556,1.0,55,True,697.0,19,2026-05
1379,cb87fbeb-918d-4d14-bcc4-19008680903c,Yellowbrick Data,barbara.miller757@company.io,Barbara,Miller,2026-05-05,0,17,17,604,7,10,2,5,4,2,10,0.6666666666666666,2.4285714285714284,65,True,556.0,19,2026-05
1380,5dd04783-46d0-474a-a5cc-3ba91a624f42,Yellowbrick Data,richard.mehta24@startup.ai,Richard,Mehta,2026-05-05,3,16,51,98,2,6,3,5,3,0,11,1.0,2.2857142857142856,58,True,658.0,19,2026-05
1381,397bce08-dd8a-475d-ab38-221b96b3fb55,Yellowbrick Data,lisa.miller850@enterprise.com,Lisa,Miller,2026-05-05,3,3,44,337,10,7,4,5,9,3,34,0.75,0.42857142857142855,95,True,214.0,19,2026-05
1382,65bf23b1-9542-4cd8-9a74-fdfb9641e5f8,Yellowbrick Data,vikram.shah464@techcorp.net,Vikram,Shah,2026-05-05,10,14,20,649,6,12,2,13,1,7,36,0.125,2.0,119,True,76.0,19,2026-05
1383,508f1bd9-b0ae-4ebf-8cea-8b579b3e6656,Zephyr Brands,ava.harris904@startup.ai,Ava,Harris,2026-05-05,1,3,10,82,0,1,0,1,0,3,5,0.0,0.42857142857142855,8,True,1518.0,19,2026-05
1384,0a6b5e28-b920-445e-bee7-75aa5a8f9583,Zephyr Brands,anjali.nair613@techcorp.net,Anjali,Nair,2026-05-05,0,5,44,714,10,8,3,0,5,3,20,0.625,0.7142857142857143,66,True,533.0,19,2026-05
1385,48f9948d-92e2-4b41-8529-9516be432917,Zephyr Brands,deepa.johnson251@startup.ai,Deepa,Johnson,2026-05-05,4,4,20,292,11,7,1,13,2,0,10,1.0,0.5714285714285714,96,True,204.0,19,2026-05
1386,16448925-b781-429f-adbe-c570aa3de26c,Zephyr Brands,joseph.park914@enterprise.com,Joseph,Park,2026-05-05,1,4,21,62,15,4,3,5,1,1,16,0.5,0.5714285714285714,83,True,326.0,19,2026-05
1387,ae14d296-ea10-477d-a431-3cffb6ea8052,Zephyr Brands,vikram.kumar634@business.org,Vikram,Kumar,2026-05-05,2,5,6,44,2,0,1,0,1,0,0,1.0,0.7142857142857143,20,True,1297.0,19,2026-05
1388,dacf05d1-74d8-4c04-9fa4-342f21521ad8,Zephyr Brands,deepa.garcia567@crm.app,Deepa,Garcia,2026-05-05,0,0,9,104,0,2,1,0,0,0,0,0.0,0.0,9,True,1498.0,19,2026-05
1389,3af2d849-d148-4e3c-b23c-5dec72c4bd5b,Zephyr Brands,deepa.williams959@business.org,Deepa,Williams,2026-05-05,3,6,27,700,11,2,1,2,3,4,9,0.42857142857142855,0.8571428571428571,61,True,607.0,19,2026-05
1390,7d07216e-003e-47a9-bee9-fecfb5b1a7fe,Altus Group,linda.kim251@gmail.com,Linda,Kim,2026-05-05,2,2,47,270,9,0,3,4,6,4,4,0.6,0.2857142857142857,64,True,569.0,19,2026-05
1391,a69e016d-dc05-46f7-82a3-757f44fc7fa2,Altus Group,priya.thomas243@crm.app,Priya,Thomas,2026-05-05,0,0,3,72,1,2,0,0,1,2,2,0.3333333333333333,0.0,8,True,1518.0,19,2026-05
1392,69f2ec0a-4385-4673-a4c4-af80d8f95fd4,Altus Group,liam.harris744@enterprise.com,Liam,Harris,2026-05-05,4,6,31,649,1,7,1,0,3,2,3,0.6,0.8571428571428571,41,True,909.0,19,2026-05
1393,3fb31ca6-a2fc-4981-a9ec-605879506c69,Altus Group,kavya.chen650@techcorp.net,Kavya,Chen,2026-05-05,8,12,14,297,15,12,1,0,3,5,64,0.375,1.7142857142857142,109,True,117.0,19,2026-05
1394,380f96b0-42c1-479b-9159-e849db3e998c,Altus Group,charles.kim386@enterprise.com,Charles,Kim,2026-05-05,0,3,9,56,3,2,1,2,1,2,3,0.3333333333333333,0.42857142857142855,23,True,1239.0,19,2026-05
1395,6c716471-d53e-44bb-b9f8-6ed288ba560f,Altus Group,oliver.rodriguez608@enterprise.com,Oliver,Rodriguez,2026-05-05,0,1,3,187,1,1,1,0,1,3,5,0.25,0.14285714285714285,11,True,1457.0,19,2026-05
1396,73b30574-b62d-4dde-affe-f71e509cc73f,Altus Group,jennifer.mehta432@outlook.com,Jennifer,Mehta,2026-05-05,1,3,78,708,14,6,4,6,0,1,5,0.0,0.42857142857142855,90,True,253.0,19,2026-05
1397,e7200457-718b-4919-89f6-6d6b2c6bb967,Altus Group,noah.hernandez821@crm.app,Noah,Hernandez,2026-05-05,0,5,12,616,8,4,1,0,2,2,30,0.5,0.7142857142857143,39,True,944.0,19,2026-05
1398,a9c4f971-873d-48b7-a4dc-b0be7612d88d,Altus Group,kavya.smith902@crm.app,Kavya,Smith,2026-05-05,3,8,46,480,2,10,2,8,2,0,14,1.0,1.1428571428571428,66,True,533.0,19,2026-05
1399,a8cc0824-2f07-45a1-9627-766eb3cd4739,Altus Group,susan.lee877@company.io,Susan,Lee,2026-05-05,6,6,6,563,9,0,0,6,1,1,28,0.5,0.8571428571428571,64,True,569.0,19,2026-05
1400,6f04fe98-55fb-48eb-b301-f6d85a9017f3,Altus Group,mary.shah14@business.org,Mary,Shah,2026-05-05,3,25,62,672,17,10,2,7,6,3,3,0.6666666666666666,3.5714285714285716,113,True,100.0,19,2026-05
1401,33c77896-d92e-43c5-97fd-c07ea16467ed,Altus Group,olivia.gupta623@techcorp.net,Olivia,Gupta,2026-05-05,0,1,21,366,5,6,3,5,3,0,18,1.0,0.14285714285714285,55,True,697.0,19,2026-05
1402,ffcfcede-0d3f-4eed-8979-c31a407eaee7,Altus Group,deepa.lee668@company.io,Deepa,Lee,2026-05-05,0,3,3,161,1,2,0,1,0,5,5,0.0,0.42857142857142855,9,True,1498.0,19,2026-05
